Demo_Task,Fiscal_Period,Employee_ID,Business_Unit,Department,Role,Entity,Cost_Center,Cost_Center_Name,Salary_AUD,Overtime_AUD,Benefits_AUD,Contractor_Cost_AUD,Total_Workforce_Cost_AUD,Hours_Worked,Utilisation_Percent,Output_Metric,Output_Volume,Revenue_or_Value_Supported_AUD,Labour_Cost_Per_Output,Performance_Rating,Risk_Flag,Recommended_Action,Linked_GL_Txn_ID,Source_File_Target
"IBM BOB 2 - Workforce",2026-03,EMP7357,Commercial,Commercial,"FP&A Manager",AUS01,QLD,"Queensland Operations",16934.40,1728.08,1401.77,0.00,20064.24,125.6,76.8,revenue_cases,157,451882.70,127.80,Medium,None,"No action",TXN005276,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP8859,IT,IT,"Revenue Analyst",AUS01,MKT,"Marketing & Sales",12048.24,1219.58,1203.85,0.00,14471.67,131.0,94.8,tickets_resolved,164,109727.91,88.24,Low,None,"No action",TXN005277,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP4561,Sales,Sales,"Customer Service Lead",AUS01,NSW,"New South Wales Operations",18041.18,1702.91,1555.87,0.00,21299.96,153.9,83.6,deals_supported,168,721370.18,126.79,High,None,"No action",TXN005278,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP9759,Operations,Operations,"Revenue Analyst",AUS01,SA,"South Australia Operations",14669.23,1220.46,2519.48,10738.38,29147.54,177.0,86.2,flights_supported,135,335716.64,215.91,Low,None,"No action",TXN005279,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP9669,FP&A,FP&A,"Sales Manager",NZL01,WA,"Western Australia Operations",10140.44,2130.80,1178.99,0.00,13450.24,175.3,83.8,forecast_models,121,134487.03,111.16,Low,None,"No action",TXN005280,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP1453,"Customer Care","Customer Care","Finance Analyst",FJI01,HR,"Human Resources",12846.82,394.06,1785.01,3683.22,18709.10,174.7,69.7,cases_resolved,94,232767.30,199.03,High,None,"No action",TXN005281,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP2362,Finance,Finance,Controller,AUS01,FIN,"Finance & Accounting",10992.12,77.09,1036.89,0.00,12106.11,163.6,90.5,close_tasks,197,179144.22,61.45,Medium,None,"No action",TXN005282,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP3658,Operations,Operations,"Finance Analyst",AUS01,HR,"Human Resources",16744.90,1221.94,2454.15,0.00,20421.00,160.9,80.9,flights_supported,183,545488.16,111.59,Medium,None,"No action",TXN005283,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP5992,FP&A,FP&A,"Customer Service Lead",AUS01,HR,"Human Resources",7451.70,1417.18,1269.49,0.00,10138.37,124.1,92.1,forecast_models,190,227772.95,53.36,Low,None,"No action",TXN005284,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP7820,Commercial,Commercial,"Procurement Specialist",AUS01,QLD,"Queensland Operations",6308.04,829.91,951.58,0.00,8089.53,144.7,84.2,revenue_cases,133,201122.89,60.82,Medium,None,"No action",TXN005285,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP9597,IT,IT,"Customer Service Lead",FJI01,NSW,"New South Wales Operations",17608.00,2003.81,1533.11,0.00,21144.93,164.0,79.2,tickets_resolved,54,6074.84,391.57,High,None,"No action",TXN005286,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP5789,Finance,Finance,"Revenue Analyst",AUS01,OPS,"Operations & Logistics",12667.65,2041.85,1963.36,0.00,16672.86,181.0,81.3,close_tasks,116,166940.38,143.73,Low,None,"No action",TXN005287,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP9178,Operations,Operations,"Operations Planner",PNG01,MKT,"Marketing & Sales",11524.35,1898.78,1904.25,0.00,15327.39,171.9,62.8,flights_supported,114,729513.29,134.45,Low,"Low utilisation high cost","Review allocation / approve exception",TXN005288,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP5712,Operations,Operations,"Procurement Specialist",AUS01,MKT,"Marketing & Sales",8727.85,492.98,958.58,0.00,10179.40,121.6,92.7,flights_supported,178,273114.33,57.19,Medium,None,"No action",TXN005289,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP6338,Procurement,Procurement,"Finance Analyst",AUS01,OPS,"Operations & Logistics",10336.92,1494.69,1549.84,0.00,13381.45,135.4,61.1,pos_processed,128,230309.59,104.54,Low,"Low utilisation high cost","Review allocation / approve exception",TXN005290,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP4814,IT,IT,"Customer Service Lead",AUS01,MKT,"Marketing & Sales",11074.31,647.83,1697.94,0.00,13420.08,172.1,91.6,tickets_resolved,215,152384.58,62.42,Medium,None,"No action",TXN005291,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP4709,Finance,Finance,"Data Engineer",NZL01,MKT,"Marketing & Sales",7125.06,405.54,967.47,0.00,8498.07,140.8,77.9,close_tasks,105,134070.31,80.93,Low,None,"No action",TXN005292,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP6217,IT,IT,"Customer Service Lead",AUS01,WA,"Western Australia Operations",17617.90,279.49,2927.16,0.00,20824.55,173.7,70.8,tickets_resolved,105,76616.95,198.33,High,None,"No action",TXN005293,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP6082,Sales,Sales,"Procurement Specialist",AUS01,R&D,"Research & Development",8273.82,711.01,1053.03,8103.20,18141.05,161.4,86.8,deals_supported,214,366269.64,84.77,High,None,"No action",TXN005294,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP1761,"Customer Care","Customer Care","Data Engineer",PNG01,FIN,"Finance & Accounting",15509.23,1641.73,2786.11,3725.79,23662.86,149.2,89.1,cases_resolved,80,31237.09,295.79,Low,None,"No action",TXN005295,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP6988,FP&A,FP&A,"Data Engineer",AUS01,VIC,"Victoria Operations",16360.33,1255.65,1407.97,0.00,19023.95,141.3,97.6,forecast_models,78,175459.95,243.90,Medium,None,"No action",TXN005296,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP6195,FP&A,FP&A,"Revenue Analyst",AUS01,MKT,"Marketing & Sales",16897.08,2188.07,2360.42,0.00,21445.57,157.0,80.9,forecast_models,156,70466.55,137.47,High,None,"No action",TXN005297,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP1930,Commercial,Commercial,"FP&A Manager",AUS01,TAS,"Tasmania Operations",6159.76,1474.70,762.38,0.00,8396.85,164.7,60.1,revenue_cases,101,526489.47,83.14,Medium,"High overtime | Duplicate or unusual salary variance","Review allocation / approve exception",TXN005298,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP9655,Finance,Finance,"Customer Service Lead",FJI01,WA,"Western Australia Operations",15801.77,1450.59,1318.61,8819.28,27390.24,144.2,95.8,close_tasks,174,175738.12,157.42,Medium,"Contractor dependency","Review allocation / approve exception",TXN005299,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP2200,"Customer Care","Customer Care","FP&A Manager",FJI01,IT,"Information Technology",16157.68,1568.78,2418.15,0.00,20144.61,166.9,64.0,cases_resolved,85,79732.64,237.00,High,"Low utilisation high cost","Review allocation / approve exception",TXN005300,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP4003,Finance,Finance,Controller,AUS01,SA,"South Australia Operations",9185.12,1301.43,1330.00,0.00,11816.55,149.5,75.2,close_tasks,185,23737.82,63.87,Low,None,"No action",TXN005301,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP1073,Operations,Operations,"Data Engineer",AUS01,NSW,"New South Wales Operations",7008.54,122.86,917.35,8555.21,16603.96,174.9,81.9,flights_supported,66,155689.37,251.58,High,None,"No action",TXN005302,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP8325,Sales,Sales,"Operations Planner",AUS01,NT,"Northern Territory Operations",11204.52,1631.68,1744.98,0.00,14581.19,179.0,95.9,deals_supported,282,703729.46,51.71,Medium,None,"No action",TXN005303,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP2284,Sales,Sales,"Operations Planner",NZL01,HR,"Human Resources",17297.54,219.08,2432.70,0.00,19949.32,128.0,88.7,deals_supported,175,344569.05,114.00,High,None,"No action",TXN005304,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP3402,Finance,Finance,"Inventory Coordinator",NZL01,VIC,"Victoria Operations",9862.86,593.79,1047.62,0.00,11504.27,140.0,65.1,close_tasks,55,10730.46,209.17,Medium,None,"No action",TXN005305,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP6348,IT,IT,"Operations Planner",AUS01,TAS,"Tasmania Operations",6791.52,1582.11,1159.11,13940.26,23473.00,154.4,70.0,tickets_resolved,135,30830.15,173.87,High,"High overtime","Review allocation / approve exception",TXN005306,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP8705,"Customer Care","Customer Care","Operations Planner",AUS01,NSW,"New South Wales Operations",5929.91,608.34,961.14,0.00,7499.39,153.5,68.7,cases_resolved,182,232970.66,41.21,Medium,None,"No action",TXN005307,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP5042,Operations,Operations,"Customer Service Lead",AUS01,OPS,"Operations & Logistics",16993.15,1672.35,2479.20,0.00,21144.71,180.8,63.3,flights_supported,97,366638.70,217.99,High,"Low utilisation high cost","Review allocation / approve exception",TXN005308,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP9017,Procurement,Procurement,Controller,FJI01,IT,"Information Technology",6778.17,1658.30,834.23,0.00,9270.71,172.1,55.0,pos_processed,99,17395.21,93.64,High,"High overtime","Review allocation / approve exception",TXN005309,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP5561,Finance,Finance,"Revenue Analyst",AUS01,NSW,"New South Wales Operations",7589.59,186.93,706.66,9074.49,17557.66,150.8,75.2,close_tasks,65,232297.06,270.12,Medium,"Contractor dependency","Review allocation / approve exception",TXN005310,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP1043,Finance,Finance,"Data Engineer",NZL01,VIC,"Victoria Operations",7457.05,1691.52,894.03,0.00,10042.61,179.6,80.8,close_tasks,70,187591.25,143.47,Medium,"High overtime","Review allocation / approve exception",TXN005311,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP7002,Sales,Sales,"Data Engineer",AUS01,ACT,"Australian Capital Territory",9694.27,886.12,1536.73,0.00,12117.12,178.7,93.0,deals_supported,236,736913.91,51.34,Medium,None,"No action",TXN005312,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP7983,Sales,Sales,"Customer Service Lead",AUS01,HR,"Human Resources",13055.19,2087.12,2027.77,0.00,17170.08,141.1,63.5,deals_supported,46,542628.96,373.26,Low,"Low utilisation high cost","Review allocation / approve exception",TXN005313,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP1764,Commercial,Commercial,"Customer Service Lead",AUS01,ACT,"Australian Capital Territory",16201.65,610.82,1858.24,0.00,18670.71,171.8,97.2,revenue_cases,208,98031.91,89.76,Medium,None,"No action",TXN005314,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP9071,IT,IT,"Finance Analyst",AUS01,HR,"Human Resources",12982.84,166.29,1196.97,0.00,14346.11,160.3,76.5,tickets_resolved,54,237485.63,265.67,Medium,None,"No action",TXN005315,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP5070,Sales,Sales,"Finance Analyst",FJI01,R&D,"Research & Development",17608.95,1687.13,3089.71,0.00,22385.80,161.3,72.2,deals_supported,171,582135.88,130.91,Medium,None,"No action",TXN005316,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP3427,Sales,Sales,"Revenue Analyst",AUS01,WA,"Western Australia Operations",7522.84,1858.54,1215.35,5979.87,16576.61,168.4,87.8,deals_supported,173,296864.24,95.82,Medium,"High overtime","Review allocation / approve exception",TXN005317,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP7945,Sales,Sales,"Procurement Specialist",AUS01,VIC,"Victoria Operations",15577.17,320.69,2649.76,0.00,18547.62,177.0,82.4,deals_supported,153,336097.96,121.23,High,None,"No action",TXN005318,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP2713,Commercial,Commercial,"Finance Analyst",NZL01,R&D,"Research & Development",5953.09,274.63,552.09,0.00,6779.80,177.4,83.0,revenue_cases,147,334587.82,46.12,Low,None,"No action",TXN005319,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP5220,FP&A,FP&A,"Procurement Specialist",AUS01,NSW,"New South Wales Operations",12599.74,592.76,1739.05,13745.57,28677.13,142.1,67.9,forecast_models,101,121598.75,283.93,Low,"Contractor dependency","Review allocation / approve exception",TXN005320,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP5847,"Customer Care","Customer Care","Data Engineer",AUS01,OPS,"Operations & Logistics",16586.37,1139.91,1917.37,0.00,19643.65,162.5,74.1,cases_resolved,55,133481.54,357.16,High,None,"No action",TXN005321,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP3155,Sales,Sales,"Customer Service Lead",AUS01,ACT,"Australian Capital Territory",18033.45,5.91,1799.93,0.00,19839.29,157.3,63.2,deals_supported,52,651162.19,381.52,Low,"Low utilisation high cost","Review allocation / approve exception",TXN005322,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP6376,Procurement,Procurement,"Sales Manager",AUS01,NSW,"New South Wales Operations",11300.60,1100.02,1754.55,0.00,14155.17,156.8,67.8,pos_processed,150,143607.28,94.37,Medium,None,"No action",TXN005323,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP4752,Finance,Finance,"Data Engineer",AUS01,NSW,"New South Wales Operations",15014.31,2078.14,1276.59,0.00,18369.04,173.1,72.7,close_tasks,55,23234.23,333.98,Low,None,"No action",TXN005324,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP2616,Procurement,Procurement,"Data Engineer",AUS01,R&D,"Research & Development",14327.10,1702.77,1957.31,12308.13,30295.31,173.5,69.6,pos_processed,201,80248.38,150.72,Low,None,"No action",TXN005325,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP7629,Procurement,Procurement,"Revenue Analyst",AUS01,CORP,"Corporate Head Office",6310.24,885.95,963.05,0.00,8159.23,143.1,84.3,pos_processed,75,204189.24,108.79,Low,None,"No action",TXN005326,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP1290,Finance,Finance,"Data Engineer",AUS01,SA,"South Australia Operations",10407.45,1757.20,1142.56,0.00,13307.21,136.5,81.8,close_tasks,59,126348.23,225.55,Medium,None,"No action",TXN005327,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP5094,Operations,Operations,Controller,AUS01,IT,"Information Technology",14049.42,1455.99,2286.06,0.00,17791.47,122.3,96.9,flights_supported,197,711499.88,90.31,Low,None,"No action",TXN005328,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP5346,Operations,Operations,"Inventory Coordinator",PNG01,OPS,"Operations & Logistics",9875.93,394.59,954.32,0.00,11224.83,147.0,66.3,flights_supported,141,757520.99,79.61,Low,None,"No action",TXN005329,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP7730,Commercial,Commercial,"FP&A Manager",AUS01,R&D,"Research & Development",8839.27,1564.80,724.71,0.00,11128.78,165.6,60.0,revenue_cases,54,121087.42,206.09,Medium,None,"No action",TXN005330,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP7794,Operations,Operations,Controller,AUS01,TAS,"Tasmania Operations",6241.78,1028.42,630.57,13839.22,21739.99,127.7,92.0,flights_supported,153,135900.68,142.09,Low,None,"No action",TXN005331,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP1204,Commercial,Commercial,"Procurement Specialist",FJI01,OPS,"Operations & Logistics",8004.83,163.34,1081.63,0.00,9249.80,151.9,61.2,revenue_cases,100,874866.16,92.50,Low,None,"No action",TXN005332,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP5782,FP&A,FP&A,"Operations Planner",AUS01,NSW,"New South Wales Operations",12722.28,693.45,2085.51,0.00,15501.24,157.2,94.8,forecast_models,67,142187.03,231.36,High,None,"No action",TXN005333,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP7292,FP&A,FP&A,Controller,AUS01,IT,"Information Technology",7962.10,1367.28,1053.27,0.00,10382.66,175.3,60.0,forecast_models,124,178263.86,83.73,Medium,None,"No action",TXN005334,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP5100,FP&A,FP&A,"Procurement Specialist",AUS01,HR,"Human Resources",7655.63,417.76,665.69,0.00,8739.08,157.3,68.6,forecast_models,186,153590.53,46.98,Medium,None,"No action",TXN005335,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP4330,Commercial,Commercial,"Finance Analyst",NZL01,TAS,"Tasmania Operations",17733.72,109.18,2434.85,0.00,20277.75,173.2,83.0,revenue_cases,61,282314.34,332.42,Low,None,"No action",TXN005336,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
"IBM BOB 2 - Workforce",2026-03,EMP4610,Operations,Operations,Controller,AUS01,MKT,"Marketing & Sales",12547.82,986.19,1994.48,0.00,15528.49,178.4,69.3,flights_supported,159,765587.16,97.66,High,None,"No action",TXN005337,"IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv"
